	PD_whole_tree	shannon	chao1	simpson	observed_otus
MCT.f.0226	23.0	1.72957395851	4.0	0.652777777778	4.0
MCT.f.0229	22.0	1.85855521187	4.0	0.694214876033	4.0
MCT.f.0231	38.0	2.53935387217	7.0	0.795	7.0
MCT.f.0105	52.0	3.09706709408	11.6	0.853515625	11.0
MCT.f.0163	29.0	2.29546567918	5.0	0.792899408284	5.0
MCT.f.0455	37.0	2.65656476213	7.25	0.826666666667	7.0
MCT.f.0544	40.0	2.41150919842	8.0	0.765432098765	7.0
MCT.f.0420	12.0	0.918295834054	2.0	0.444444444444	2.0
MCT.f.0397	30.0	2.32192809489	9.0	0.76	6.0
MCT.f.0464	25.0	2.06703149516	6.0	0.734693877551	5.0
MCT.f.0221	34.0	2.48171457299	6.25	0.809917355372	6.0
MCT.f.0049	42.0	2.3248487296	8.0	0.697190426639	8.0
MCT.f.0238	28.0	2.36957100386	6.0	0.771604938272	6.0
MCT.f.0441	28.0	2.19715972342	5.33333333333	0.765432098765	5.0
MCT.f.0442	32.0	2.50273617159	6.0	0.816326530612	6.0
MCT.f.0475	28.0	1.64444921995	8.0	0.607709750567	5.0
MCT.f.0462	29.0	1.8085947863	6.0	0.652892561983	5.0
MCT.f.0218	12.0	0.721928094887	2.0	0.32	2.0
MCT.f.0228	34.0	2.07169540441	6.5	0.701388888889	6.0
MCT.f.0237	35.0	2.33226385474	6.0	0.775510204082	6.0
MCT.f.0427	33.0	2.26104398334	7.0	0.760330578512	6.0
MCT.f.0045	41.0	3.0	10.2	0.859375	9.0
MCT.f.0368	34.0	2.41938194565	9.0	0.79012345679	6.0
MCT.f.0320	25.0	2.21470080113	5.0	0.772727272727	5.0
MCT.f.0428	51.0	2.97651667139	12.0	0.847736625514	10.0
MCT.f.0354	18.0	1.58496250072	6.0	0.666666666667	3.0
MCT.f.0432	49.0	2.85221700146	16.5	0.828125	9.0
MCT.f.0619	24.0	2.07416474302	5.0	0.724489795918	5.0
MCT.f.0372	39.0	2.52205520887	17.0	0.791666666667	7.0
MCT.f.0629	24.0	2.21329673262	7.0	0.757544224766	6.0
MCT.f.0435	28.0	2.19968779473	5.0	0.769230769231	5.0
MCT.f.0090	13.0	1.40563906223	3.0	0.59375	3.0
MCT.f.0466	15.0	1.14883485428	4.0	0.448979591837	3.0
MCT.f.0294	23.0	1.24330036854	4.0	0.442148760331	4.0
MCT.f.0298	34.0	2.2987949407	6.33333333333	0.765625	6.0
MCT.f.0062	29.0	2.17095059445	5.5	0.76	5.0
MCT.f.0299	36.0	2.3623559712	13.0	0.770975056689	7.0
MCT.f.0515	22.0	1.98989809546	4.0	0.746666666667	4.0
MCT.f.0484	42.0	2.57889340811	8.0	0.783950617284	8.0
MCT.f.0162	23.0	1.78845045731	4.0	0.683673469388	4.0
MCT.f.0310	25.0	2.10538854221	5.0	0.739583333333	5.0
MCT.f.0089	35.0	2.20229979513	6.0	0.744489795918	6.0
MCT.f.0433	30.0	1.75343438619	8.0	0.612244897959	5.0
MCT.f.0414	17.0	1.52623490995	3.0	0.639053254438	3.0
MCT.f.0305	16.0	1.76096404744	4.0	0.66	4.0
MCT.f.0215	19.0	2.0	10.0	0.75	4.0
MCT.f.0103	59.0	3.15283074194	12.3333333333	0.848958333333	12.0
MCT.f.0347	28.0	2.12192809489	5.33333333333	0.74	5.0
MCT.f.0352	34.0	2.41938194565	9.0	0.79012345679	6.0
MCT.f.0235	28.0	1.96580053601	5.0	0.711734693878	5.0
MCT.f.0107	56.0	3.08910535566	14.0	0.843537414966	12.0
MCT.f.0295	42.0	2.32108737419	8.75	0.719387755102	8.0
MCT.f.0307	40.0	2.31310066642	13.0	0.756198347107	7.0
MCT.f.0316	44.0	2.62948170808	8.75	0.802721088435	8.0
MCT.f.0115	43.0	2.65541882337	11.0	0.81807372176	8.0
MCT.f.0381	37.0	2.3219028921	8.5	0.76268861454	7.0
MCT.f.0528	17.0	1.75	4.5	0.65625	4.0
MCT.f.0529	16.0	1.25162916739	4.0	0.5	3.0
MCT.f.0548	22.0	1.78067212952	6.5	0.611111111111	5.0
MCT.f.0247	29.0	1.96096404744	6.5	0.68	5.0
MCT.f.0530	15.0	0.921928094887	4.0	0.34	3.0
MCT.f.0425	13.0	1.56127812446	3.0	0.65625	3.0
MCT.f.0246	29.0	2.11807820935	5.5	0.743801652893	5.0
MCT.f.0559	17.0	0.834347023085	3.0	0.304498269896	3.0
MCT.f.0188	12.0	1.0	2.0	0.5	2.0
MCT.f.0181	8.0	1.15955475238	3.0	0.456747404844	3.0
MCT.f.0173	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0174	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0179	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0180	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0185	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0186	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0189	6.0	-0.0	1.0	0.0	1.0
MCT.f.0190	6.0	-0.0	1.0	0.0	1.0
MCT.f.0195	6.0	-0.0	1.0	0.0	1.0
MCT.f.0196	6.0	-0.0	1.0	0.0	1.0
MCT.f.0201	6.0	-0.0	1.0	0.0	1.0
MCT.f.0202	6.0	-0.0	1.0	0.0	1.0
MCT.f.0171	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0172	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0177	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0178	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0182	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0187	7.0	0.684038435639	2.0	0.297520661157	2.0
MCT.f.0191	6.0	-0.0	1.0	0.0	1.0
MCT.f.0192	6.0	-0.0	1.0	0.0	1.0
MCT.f.0197	6.0	-0.0	1.0	0.0	1.0
MCT.f.0198	6.0	-0.0	1.0	0.0	1.0
MCT.f.0203	6.0	-0.0	1.0	0.0	1.0
MCT.f.0204	6.0	-0.0	1.0	0.0	1.0
MCT.f.0175	7.0	0.522559374537	2.0	0.207612456747	2.0
MCT.f.0176	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0183	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0184	7.0	0.591672778582	2.0	0.244897959184	2.0
MCT.f.0193	6.0	-0.0	1.0	0.0	1.0
MCT.f.0194	6.0	-0.0	1.0	0.0	1.0
MCT.f.0199	6.0	-0.0	1.0	0.0	1.0
MCT.f.0200	6.0	-0.0	1.0	0.0	1.0
